Mr Scruff,Get A Move On,Gm
Mr Scruff,Ug,Bm
Ms Dynamite,Neva Soft (Nu-Tone Remix),Dm
Muffler,4 Years,Gm
Muffler,Dribble,Fm
Múm,Now There's That Fear Again,Fm
Múm,We Have A Map Of The Piano,F#m
Musical Youth,Pass The Dutchie,C
Mylo,Drop The Pressure,Em
Mylo,Paris Four Hundred,Am
Mylo,Zenophile,Bm
N Joi,Anthem,Dm
N-Trance,Set You Free,G#
N3gus,Swag Bag,Ebm
Nadine Sutherland,Karma,G#m
Nas,Got Ur Self A,F#m
Nas,If I Ruled The World (Imagine That) (feat Lauryn Hill),Bbm
Nas,N.Y. State Of Mind,C#m
Nas,The World Is Yours,Dm
Natural Born Chillers,Rock the Funky Beat,Bbm
Naughty By Nature,OPP,A
Nelly,Ride Wit Me,G
Neon Neon,I Lust U (feat Kate Le Bon),Bm
Neon Neon,Luxury Pool,Fm
Neptune,Soul Pride,Fm
Nero,Electron,D
Nero,Me & You (Dirtyphonics Remix),Gm
Nero,Requiem,Gm
Netsky,Drawing Straws,F#m
Netsky,Mellow (feat Terri Pace),Ebm
Netsky,Secret Agent,Bbm
Netsky,Storm Clouds,Am
Netsky,When Darkness Falls (feat Bridgette Amofah),Cm
New Order,Blue Monday (Hardfloor Mix),Dm
New Order,Confusion (Pump Panel Reconstruction Remix),G#m
New Order,True Faith '94,Dm
Nick Cave & The Bad Seeds,Red Right Hand,Bm
Nightcrawlers,Push The Feeling On (Radio Mix),Bm
Nikka Costa,Like A Feather (Radio Edit),Bm
Nirvana,Smells Like Teen Spirit,Fm
No Doubt,Hella Good,Gm
No Doubt,Just A Girl,D
Noisia,Red Heat,Ebm
Noisia,Shellshock (feat Foreign Beggars),Fm
Noisia,Split The Atom,G
Noisia,Stigma,G
Northern Lite,Treat Me Better,G#m
Nu-Tone,The Feeling (feat Ben Westbeech),Gm
Nu-Tone,Win The Fight (feat Lisa Millett),Am
Nuyorican Soul,I Am The Black Gold Of The Sun,G#m
Nuyorican Soul,Nautilus (Mawtilus),Am
NWA,Express Yourself (Remix),Eb
ODB,Got Your Money (feat Kelis),Fm
ODB,Shimmy Shimmy Ya,C
Olive,You're Not Alone,Gm
Omni Trio,Haunted Kind,Am
Omni Trio,Renegade Snares (High Contrast Remix),Bbm
Omni Trio,Secret Life,Fm
Orbital,Chime,Eb
Orbital,Doctor?,Em
Orbital,"Halcyon (7"" Version)",Gm
Orbital,Impact (USA version),A
Orbital,Nothing Left (feat Alison Goldfrapp) (Short Version),A
Orbital,The Box (Part Two),Am
Origin Unknown,Valley Of The Shadows (31 Seconds),Am
Otis Redding,Hard To Handle,Bb
Outkast,B.O.B,Bbm
Outkast,Happy Valentine's Day,Em
Outkast,Hey Ya!,G
Outkast,Ms. Jackson,Am
Outkast,The Rooster,Ebm
Paul SCUBI Smith,Word Smith,Bbm
Peaches,I Feel Cream,Ebm
Peaches,Shake Yer Dix (feat Mignon),Ebm
Pendulum,Fasten Your Seatbelt (feat Freestylers),Gm
Pendulum,Out Here,Ebm
Pendulum,Slam,Ebm
Pendulum,"Tarantula (feat Fresh, Spyda and Tenor Fly)",Dm
Phaeleh,Afterglow,Bbm
Phaeleh,Fallen Light,Dm
Phaeleh,Here Comes The Sun (feat Soundmouse),Em
Phaeleh,In The Twilight,Em
Phaeleh,The Cold In You (feat Soundmouse),Gm
Phaeleh,Whistling In The Dark (feat Augustus Ghost),Dm
Pharoahe Monch,Simon Says,Em
Photek,Man Down,Em
Pimpsoul,Place To Be (feat DJ P),C#m
Pixies,Debaser,F
Pixies,Holiday Song,Am
Pixies,Where Is My Mind?,E
Pizzaman,"Happiness (7"" Edit)",F
Plump DJs,Creepshow (Freestylers Mix),Ebm
Plump DJs,Electric Disco,C#m
Plump DJs,System Addict,Ebm
Portishead,Wandering Star,Bm
Praxis,"Turn Me Out (Turn To Sugar) (Sol Brothers Turn To Sugar 7"" Edit)",Cm
Primal Scream,Loaded,Eb
Primal Scream,Movin' On Up,C
Prodigy,Breathe,Ebm
Prodigy,Firestarter (Instrumental),F#m
Prodigy,Mindfields,Fm
Prodigy,No Good,Cm
Prodigy,Out Of Space,G#m
Prodigy,Poison (Ibrahim's Edit),E
Prodigy,Smack My Bitch Up,Bbm
Prodigy,Under My Wheels (Remix),F#m
Prodigy,Voodoo People (Pendulum Remix),G#m
Propellerheads,Crash!,Em
Propellerheads,History Repeating (feat Shirley Bassey),Bbm
Propellerheads,Take California,F#m
Pulp,Common People,C
Purity Ring,Fineshrine,Fm
Purity Ring,Obedear,F#m
Purity Ring,Saltkin,G#m
Quantum Soul,Mithras (feat Perverse),Em
R Kelly,Ignition (Remix),G#
Radiohead,Idioteque,Eb
Radiohead,Lotus Flower (Jacques Greene Remix),Dm
Radiohead,Supercollider,C
Rae & Christian,Bacalau,Cm
Raekwon,Ice Cream,C#m
Raging Fyah,Nah Look Back,Bb
Rakim,Guess Who's Back (Instrumental),Fm
Rameses B,Drift Away (feat Veela),Am
Rawthang,Scorned,Fm
Red Hot Chili Peppers,Under The Bridge,E
Relay & Front,Farseer,Am
Reso,Voices Of A Distant Star,Fm
Rick Ross,Hustlin',G#m
Rido,First Contact (feat Hybris),Gm
Riva Starr,The Care Song (feat Bob Andy),G#
Robin S,Show Me Love (Stonebridge Edit),Dm
Robyn,Dancing On My Own,F#
Robyn,Indestructible,Bm
Ronald Aquinas,The Band,Dm
Roni Size Reprazent,Brown Paper Bag,Em
Roni Size Reprazent,Railings,Bbm
Roni Size Reprazent,Snapshot,Am
Roots Manuva,Chin High,Em
Roots Manuva,Join The Dots,Cm
Roots Manuva,Movements (Live),Gm
Roots Manuva,Stone The Crows,Bbm
Roots Manuva,Witness (1 Hope),G#m
Roy Davis Jr,Gabriel (feat Peven Everett),C#m
Royalston,Arps of Fury,Gm
Royalston,Late Nights,F#m
Röyksopp,Eple,Fm
Röyksopp,Happy Up Here,Bb
Röyksopp,Remind Me,Dm
Röyksopp,The Girl And The Robot,Am
Röyksopp,Vision One,G#m
Rudimental,Waiting All Night (feat Ella Eyre),F#m
Run-DMC,It's Tricky,Em
Run-DMC,Walk This Way,Em
Rusko,Everyday (Netsky VIP Remix),Em
S.P.Y.,Hotspot,Fm
S.P.Y.,Turn The Lights Off,Fm
Saint Etienne,Only Love Can Break Your Heart,Dm
Salt N Pepa,Push It,Am
Sam & Dave,"Hold On, I'm Comin'",G#
Sam & Dave,Soul Man,G
Sandy B,"Make The World Go Round (Deep Dish Vocal 12"")",G
Santigold,Creator (feat Switch and Freq Nasty),Dm
Santigold,Disparate Youth,Fm
Santigold,Shove It (feat Spankrock),Ebm
Santigold,You'll Find A Way,C#m
Sasha,Mongoose,Em
Sbtrkt,Midnight Marauder (feat Sinden),Gm
Sbtrkt,Trials Of The Past,Am
Sbtrkt,Wildfire,Cm
Scissor Sisters,Comfortably Numb,Bm
Scissor Sisters,Laura,Bbm
Scratch Massive,Girls On Top (Breaks Version),Fm
Scratch Perverts,Stand By (Krafty Kuts Remix),Gm
Sean Miller & Daniel Dubb,Sinnerman,Bm
Seven,Live From The Future (VIP) (feat Joe Raygun),Gm
Seven,Stratosfear (feat Dubtek),Fm
Shamen,Phorever People (Beatmasters Heavenly Edit),Bbm
Shimon & Andy C,Bodyrock,Bm
Shlohmo,The Way U Do,Em
Shock One,Polygon (feat Reija Lee),F#m
Shy FX,Feelings (feat T-Power),Em
Shy FX,On The Run (feat David Boomah),Bbm
Shystie,Nu Style (DeeKline & Ed Solo Mix),Em
Sigma,Stronger,F#m
Simon & Garfunkel,A Hazy Shade Of Winter,Dm
Sister Sledge,We Are Family,Am
Sizzla,Blessed (David Starfire remix),Gm
Sizzla,I'm Living (Ed Solo & Stickybuds remix),C#m
Skinnyman,I'll Be Surprised,G#
SL2,DJs Take Control,Fm
SL2,On A Ragga Tip (Ib's quantised edit),A
Snap,The Power,Bm
Snoop Dogg,Beautiful (feat Pharrell and Uncle Charlie Wilson),Bm
Snoop Dogg,Who Am I (What's My Name),Bm
Soft Cell,Tainted Love,Gm
Solid State,Just A Vision,F#m
Somore,I Refuse (What You Want) (Industry Standard Club Mix),Cm
Soul Hooligan,Ride The Pony,Dm
Souls Of Mischief,93 'Til Infinity,Cm
Soulwax,Another Excuse,Am
Soulwax,Krack,Ebm
Sound Zero,Fade (Ian Christ Remix),Gm
Soundscape,Dubplate Culture,Cm
Souvlaki,Inferno (Fired Up Mix),Em
Special Ed,I Got It Made,Cm
Spiller,Groovejet (Instrumental),Am
Spor,Aztec,B
Spor,Ziggurat,Bm
Squarepusher,My Red Hot Car,F#m
Stanton Warriors,Get Wild (feat Big Daddy Kane) (Stantons Bounce Mix),Em
Stardust,Music Sounds Better,Em
Stay Puft,LF Dream,Am
Stay Puft,LF Dream (Clima Remix),Am
Stealth,Lost Highway (feat Altair),Am
Stetsasonic,Talkin' All That Jazz,Am
Steve Mac & Paul Harris,You (FPS Remix),G#m
Stevie Wonder,Master Blaster (Jammin'),Cm
Stevie Wonder,Sir Duke,B
Stevie Wonder,Superstition,Ebm
Stevie Wonder,Uptight (Everything's Alright),C#
Sting & The Police,Message In A Bottle,C#m
Sting & The Police,Roxanne,Gm
Sub Focus,Out The Blue (Club Mix),G#m
Sub Focus,Rock It,Fm
Sub Focus,Timewarp,Fm
Sub Focus,Triple X,C
Substatic,Wild Horses (Demo),Em
Suzanne Vega,Tom's Diner,F#m
Swarms,Flikr Of Ur Eyes,Gm
Sway,Download,Gm
Sway,Pepsi,Dm
Sylvester,You Make Me Feel (Mighty Real),Fm
Synkro,Back Then,Bm
TC,Tap Ho,F#m
Technimatic,Frozen Leaves,Em
Tensnake,Coma Cat,Dm
The All Seeing I,Beat Goes On,F
The Beach Boys,I Get Around,G
The Beloved,The Sun Rising (Radio Edit),Bm
The Blind Boys Of Alabama,Way Down in the Hole,Bbm
The Boxettes,Free (Masss Remix),Bbm
The Breakfastaz,The Pressure (Aquasky Mix),Dm
The Breeders,Cannonball,Bbm
The Bucketheads,The Bomb,Dm
The Buzzcocks,Ever Fallen In Love (With Someone You Shouldn't've)?,C#m
The Cardigans,Hanging Around,Ebm
The Cardigans,My Favourite Game,Cm
The Chemical Brothers,Block Rockin' Beats (Single),Cm
The Chemical Brothers,Dig Your Own Hole,Ebm
The Chemical Brothers,Hey Boy Hey Girl,Dm
The Chemical Brothers,It Began In Afrika,Am
The Chemical Brothers,Let Forever Be,Eb
The Chemical Brothers,Star Guitar,F
The Chemical Brothers,Three Little Birdies Down Beats,Gm
The Chemical Brothers,Under The Influence,G#m
The Clash,Rock The Casbah,Am
The Commodores,Brick House,Am
The Contours,Do You Love Me,F
The Cure,A Forest,Am
The Cure,Friday I'm In Love,D
The Cure,The Lovecats,Am
The English Beat,Mirror In The Bathroom,Em
The Flashbulb,Meadow Crush,Am
The Future Sound of London,Papua New Guinea,Fm
The Gap Band,"I Don't Believe You Want To Get Up And Dance (Oops, Up Side Your Head)",Em
The Go! Team,Get It Together,G
The Go! Team,Junior Kickstart,Bbm
The Gossip,Standing In The Way Of Control,Am
The Grid,Swamp Thing,Am
The Heptones,Meaning Of Life,G
The Herbaliser,The Blend (feat What What),Cm
The Hives,Hate To Say I Told You So,Dm
The Hives,Main Offender,Dm
The Isley Brothers,This Old Heart Of Mine (Is Weak For You),C
The Jacksons,Shake Your Body (Down To The Ground),G
The Jam,Going Underground,B
The Kills,Cat Claw,Bm
The Kills,Future Starts Slow,Bm
The Kingsmen,Louie Louie,Am
The Kinks,All Day And All Of The Night,G
The Knack,My Sharona,G
The La's,There She Goes (Single),G
The Notorious BIG,Mo Money Mo Problems (New Anniversary Mix),E
The Only Ones,"Another Girl, Another Planet",E
The Roots,Good Music,Em
The Roots,You Got Me (feat Erykah Badu),Bm
The Source,You Got The Love (feat Candi Staton) (Now Voyager Mix),G
The Specials,A Message To You Rudy,C
The Specials,Monkey Man,G
The Staple Singers,I'll Take You There,C
The Stone Roses,Fool's Gold (Grooverider Mix),Am
The Streets,Blinded By The Lights,Am
The Streets,Don't Mug Yourself,Eb
The Strokes,Reptilia,Bm
The Sugarhill Gang,Apache,Am
The Sugarhill Gang,Rapper's Delight,Em
The Ting Tings,That's Not My Name,Em
The Undertones,Teenage Kicks,D
The Upbeats,Alone (feat Tasha Baxter) (Fourward Remix),Gm
The Upbeats,Diffused (S.P.Y. Remix),Cm
The Velvet Underground,I'm Waiting For The Man,D
The Vines,Get Free,Dm
The Wannadies,You And Me Song,D
The White Stripes,Blue Orchid (High Contrast Remix),Am
The White Stripes,Fell In Love With A Girl,Bm
The White Stripes,Seven Nation Army,Em
The Wiseguys,Ooh La La,C#
The XX,Crystalised (Dark Sky remix),Bm
The XX,VCR (Four Tet Remix),C
Thievery Corporation,Sun Moon And Stars,Am
Thom Yorke,Skip Divided (Modeselektor Remix),G#m
Thom Yorke,The Clock (Surgeon Remix),Bm
Tiga,You Gonna Want Me,Gm
Tim Healey,Real Smooth (feat DJ Assault and Tomcraft) (Krafty Kuts Remix),Bbm
Timewrap,Ain't Swing It,Gm
Timewrap,Flush,Dm
Tinie Tempah,Pass Out,Fm
Todd Edwards,Never Far From You,F#m
Todd Terje,Inspector Norse,F
Todd Terry,Something Goin' On (Tee's Radio Edit),Bm
Tokyo Prose,Status Anxiety,Bm
Tom Petty & The Heartbreakers,American Girl,D
Tori Amos,Professional Widow (Armand's Star Trunk Funkin' Mix),Dm
Tove Lo,Stay High (feat Hippie Sabotage) (Habits Remix),Em
Trashbat,Ink & Pink,G#m
Tuff Crew,My Part Of Town,G#m
TV On The Radio,DLZ,G#m
TV On The Radio,King Eternal,Bm
TV On The Radio,Staring At The Sun,Gm
Ulterior Motive,Forgiven,Gm
Umek & Beltek,Out Of Play,Bm
Underworld,Born Slippy,Eb
Underworld,Scribble (Netsky Remix),C#m
Unkle,Celestial Annihilation,Ebm
Unstable Compound,Move Up (Elicheinfunzione Remix),Bm
Urban Shakedown,Arsonist (AKA Some Justice '95),Bbm
Vector Lovers,Tokyo Glitterati,Bbm
Vector Lovers,Yamanote Sundown,Bbm
Vespa,Came My Way,Cm
Violent Femmes,Blister In The Sun,G
Wankelmut,My Head Is A Jungle (Instrumental),Gm
Way Out West,The Gift (Radio Edit),C
Weezer,Hash Pipe,Am
West Street Mob,Break Dance - Electric Boogie,Am
White Town,Your Woman,Gm
Wickaman,Renegade Skank (feat Hoodlum and Mavrick),Cm
Wildchild,Renegade Master (Fatboy Slim Old Skool Mix),C#m
Wiley,Numbers In Action,F#m
Wilkinson,Hypnosis,Bbm
Wilkinson,Take You Higher,Fm
Wilson Pickett,Everybody Needs Somebody To Love,E
Wilson Pickett,Land Of 1000 Dances,D
Wookie,Down On Me,Am
Wookie,VCF,F#m
Wu-Tang Clan,"Do You Really (Thang, Thang)",Gm
Wu-Tang Clan,Gravel Pit,Am
Wyclef Jean,It Doesn't Matter (feat The Rock and Melky Sedeck),Gm
Wyclef Jean,Thug Angels,Cm
Xample,Keep Their Heads Ringing,Fm
Xzibit,Hey Now (Mean Muggin'),Am
Yeah Yeah Yeahs,Gold Lion,F#m
Yelle,A Cause Des Garçons (Tepr Remix),Dm
Yelle,Je Veux Te Voir,Am
Young MC,Know How,Gm
Zourlia Division,Bonne Alchemie,Gm
